id,rating,votes
tt10022986,7.6,20
tt10022990,5.4,386
tt10022992,5.3,305
tt10022996,9.1,10
tt10023004,7.0,6
tt10023008,5.1,20
tt10023010,6.1,10
tt10023022,5.6,10423
tt10023024,4.7,10239
tt10023066,6.8,7
tt10023070,8.0,27
tt10023072,6.8,6
tt10023080,7.0,330
tt10023126,8.0,6
tt10023150,5.3,668
tt10023168,6.6,11
tt10023172,5.5,961
tt10023174,7.3,199
tt10023178,1.5,7652
tt10023192,8.4,10
tt10023206,6.3,12
tt10023212,7.8,19
tt10023214,9.9,8
tt10023220,8.2,12
tt10023224,7.2,12
tt10023254,8.0,12
tt10023268,8.0,4104
tt10023274,7.6,32
tt10023276,6.9,31
tt10023278,7.3,64
tt10023286,6.1,10121
tt10023294,7.1,643
tt10023306,5.6,153
tt10023366,7.3,10
tt10023374,9.8,59557
tt10023376,7.1,153
tt10023380,7.2,113
tt10023382,7.4,106
tt10023386,7.3,108
tt10023390,7.5,108
tt10023394,7.5,103
tt10023396,7.5,99
tt10023398,7.1,111
tt10023404,6.8,17
tt10023430,7.2,9
tt10023448,7.7,11
tt10023452,9.2,24223
tt10023456,9.3,59
tt10023502,7.5,21
tt10023512,7.6,18
tt10023518,7.9,12
tt10023520,8.1,11
tt10023542,6.3,240
tt10023568,6.6,280
tt10023578,6.3,254
tt10023702,7.3,60
tt10023718,7.7,15
tt10023722,7.3,59
tt10023730,8.2,18
tt10023738,7.6,15
tt10023744,7.1,61
tt10023746,6.1,45
tt10023758,7.2,13
tt10023760,7.7,16
tt10023764,7.8,16
tt10023776,7.1,55
tt10023786,6.9,15
tt10023794,6.5,15
tt10023812,6.9,20
tt10024036,8.3,6
tt10024044,8.4,11
tt10024074,8.0,13
tt10024102,7.2,61
tt10024142,8.1,12
tt10024156,7.2,69
tt10024184,8.1,11
tt10024192,6.9,91
tt10024208,7.4,6
tt10024212,7.4,6
tt10024214,7.4,7
tt10024216,7.8,8
tt10024308,6.4,79
tt10024510,9.4,8
tt10024716,6.9,39
tt10024830,7.0,137
tt10024834,7.2,123
tt10024840,7.8,118
tt10024850,7.7,110
tt10024858,7.9,104
tt10024866,7.9,107
tt10024876,6.8,105
tt10024886,7.9,91
tt10024892,7.6,100
tt10024910,7.0,28
tt10024918,6.8,25
tt10024922,7.0,23
tt10024934,7.1,22
tt10024938,6.9,23
tt10024948,6.8,21
tt10024952,6.7,20
tt10024962,7.2,20
tt10024972,7.2,21
tt10024978,7.1,19
tt10024982,7.1,20
tt10025012,6.6,8
tt10025016,6.3,8
tt10025020,6.8,7
tt10025022,6.7,7
tt10025026,6.7,6
tt10025028,6.3,6
tt10025030,6.7,6
tt10025032,6.7,6
tt10025034,6.5,6
tt10025036,6.8,6
tt10025038,7.1,7
tt10025042,8.0,10
tt10025060,7.7,16
tt10025196,5.7,10
tt10025230,7.1,10
tt10025350,8.5,8
tt10025392,8.2,56
tt1002563,5.7,3811
tt10025686,9.1,286
tt10025690,6.6,9
tt1002569,6.4,50
tt10025702,9.5,315
tt10025732,7.9,108
tt10025738,5.7,35
tt10025742,6.5,10
tt10025922,8.1,850
tt10025972,8.4,5
tt10026054,7.8,32
tt10026104,8.7,8
tt10026108,7.0,52
tt10026112,8.1,8
tt10026120,7.5,72
tt10026172,7.6,263
tt10026178,6.7,46
tt10026180,7.6,70
tt10026186,7.4,68
tt10026234,7.8,7
tt10026236,7.9,48
tt10026240,8.5,45
tt10026242,8.4,44
tt10026246,7.9,46
tt10026250,8.2,42
tt10026252,8.2,45
tt10026256,8.1,43
tt10026258,8.2,45
tt10026262,8.3,39
tt10026266,8.3,39
tt10026270,8.1,37
tt10026274,8.6,47
tt10026350,8.1,29
tt10026438,8.2,5
tt10026482,7.4,10
tt10026552,6.4,5
tt10026686,7.7,74
tt10026730,6.9,100
tt10026772,9.1,9
tt10026800,9.2,11
tt10026844,6.7,105
tt10026946,7.3,424
tt10026948,7.4,384
tt10026956,7.7,63
tt10026958,7.4,62
tt10026962,7.1,57
tt10026994,5.8,90
tt10027036,8.0,8
tt10027092,7.3,1035
tt10027146,7.1,10
tt10027178,7.8,6
tt10027356,8.2,11
tt10027360,8.5,6
tt10027376,8.2,10
tt10027476,7.6,11
tt10027488,8.0,29
tt10027512,6.4,6
tt10027572,7.7,16
tt10027584,7.6,8
tt10027618,8.6,8
tt10027696,6.7,150
tt10027702,8.2,6
tt10027708,6.8,21
tt10027720,4.7,54
tt10027726,5.9,14
tt10027814,7.0,7
tt10027822,6.7,7
tt10027832,5.3,6
tt10027834,8.8,5
tt10027836,5.3,6
tt10027854,5.8,6
tt10027856,4.8,7
tt10027858,3.7,7
tt10027876,5.6,82
tt10027894,7.6,11
tt10027946,6.7,952
tt10027954,7.2,120
tt10027956,7.7,33
tt10027980,7.3,21
tt10027982,7.5,29
tt10027984,7.7,28
tt10027990,6.5,1405
tt10028000,6.6,39
tt10028002,7.1,44
tt10028004,6.9,45
tt10028030,4.9,7
tt10028036,7.0,16
tt10028108,8.0,12
tt10028110,7.9,14
tt10028118,7.2,16
tt10028120,7.3,6
tt10028158,8.2,8
tt10028182,8.1,14
tt10028196,5.6,176935
tt10028198,6.1,10
tt10028202,6.5,9
tt10028256,7.6,13
tt10028260,7.2,13
tt10028262,8.0,14
tt10028266,7.5,13
tt10028268,7.8,14
tt10028272,8.6,15
tt10028418,7.8,25
tt10028422,8.6,17
tt10028532,8.2,27
tt10028546,7.9,26
tt10028556,6.3,41
tt10028580,5.6,6
tt10028594,8.0,6
tt10028598,7.6,53
tt10028672,6.9,19
tt10028678,8.1,17
tt10028684,8.5,6
tt10028696,8.2,5
tt10028720,9.8,5
tt10028730,9.8,5
tt10028736,9.2,8
tt10028744,8.2,5
tt10028748,8.7,7
tt10028754,9.8,5
tt10028762,6.5,10
tt10028768,6.8,6
tt10028776,9.8,5
tt10028788,9.4,5
tt10028802,7.8,6
tt10028812,6.9,187
tt10028822,8.0,7
tt10029090,7.9,9
tt10029120,6.6,7
tt10029128,7.0,7
tt10029274,7.2,9
tt10029284,7.7,21
tt10029440,7.2,7
tt10029450,8.1,9
tt10029592,7.4,9
tt10029598,7.6,11
tt10029600,6.7,12
tt10029602,7.5,12
tt10029614,7.8,10
tt10029616,8.3,12
tt10029622,7.6,8
tt10029626,8.2,13
tt10029670,7.6,302
tt10029876,8.6,5
tt10030150,5.3,30
tt10030304,9.0,17
